publisher,n_dataset,media,pct,mediana,min,max,rating,n_excellent,n_bad
"DIREZIONE REGIONALE PROGRAMMAZIONE, BILANCIO, RISORSE UMANE, CULTURA, AGENDA DIGITALE | SERVIZIO: Transizione digitale, sistema informativo regionale, governo dei dati, facilitazione digitale",1,405.0,100.0,405,405,405,Excellent,1,0
Centro studi Città di Foligno,1,405.0,100.0,405,405,405,Excellent,1,0
"Direzione regionale Sviluppo economico, Agricoltura, Lavoro, Istruzione, Agenda Digitale | Servizio Agricoltura sostenibile e servizi fitosanitari",1,405.0,100.0,405,405,405,Excellent,1,0
Anci - Associazione Nazionale Comuni Italiani,1,405.0,100.0,405,405,405,Excellent,1,0
PO CED,2,405.0,100.0,405,405,405,Excellent,2,0
"Direzione regionale Sviluppo Economico, agricoltura, lavoro,istruzione e agenda digitale",1,405.0,100.0,405,405,405,Excellent,1,0
Comune di Treviglio,44,398.18,98.32,405,305,405,Excellent,41,0
Unione dei Comuni del Pratomagno,6,395.0,97.53,405,385,405,Excellent,6,0
Istituto Nazionale di Previdenza Sociale,3782,393.58,97.18,385,385,405,Excellent,3782,0
"Dipartimento di Ingegneria Informatica, Modellistica, Elettronica e Sistemistica",5,393.0,97.04,385,385,405,Excellent,5,0
Ufficio Commercio,10,391.0,96.54,385,385,405,Excellent,10,0
Comune di San Giovanni Valdarno,29,390.86,96.51,385,355,405,Excellent,29,0
Comune di Sulmona,12,388.33,95.88,385,385,405,Excellent,12,0
Comune di Fosdinovo,17,387.35,95.64,385,385,405,Excellent,17,0
Agenzia di Tutela della Salute di Brescia,10,387.0,95.56,385,385,405,Excellent,10,0
ASL TA,12,386.67,95.47,385,385,405,Excellent,12,0
Comune di Vaiano,18,385.0,95.06,385,365,405,Excellent,18,0
Servizi Sociali Pubblica Istruzione,5,385.0,95.06,385,385,385,Excellent,5,0
Ufficio LL.PP.,1,385.0,95.06,385,385,385,Excellent,1,0
Arpa Puglia - Direzione Scientifica - Centro Regionale Mare,9,385.0,95.06,385,385,385,Excellent,9,0
Sistemi Informativi e Transizione Digitale,5,385.0,95.06,385,385,385,Excellent,5,0
Puglia Sviluppo SpA,5,385.0,95.06,385,385,385,Excellent,5,0
Puglia Sviluppo,2,385.0,95.06,385,385,385,Excellent,2,0
Agenzia regionale strategica per lo Sviluppo Ecososteniile del Territorio,9,385.0,95.06,385,385,385,Excellent,9,0
Osservatorio Turismo,5,385.0,95.06,385,385,385,Excellent,5,0
ARET - Ufficio Osservatorio,4,385.0,95.06,385,385,385,Excellent,4,0
ASL Taranto,3,385.0,95.06,385,385,385,Excellent,3,0
Arti Puglia,1,385.0,95.06,385,385,385,Excellent,1,0
Struttura Speciale Comunicazione Istituzionale,2,385.0,95.06,385,385,385,Excellent,2,0
Centro Regionale HTA - Area Valutazione e Ricerca,2,385.0,95.06,385,385,385,Excellent,2,0
Area Direzione Amministrativa - Servizio Formazione e Innovazione dei Saperi,1,385.0,95.06,385,385,385,Excellent,1,0
Asset,19,385.0,95.06,385,385,385,Excellent,19,0
Ufficio Ambiente,4,385.0,95.06,385,385,385,Excellent,4,0
ADISU Puglia,10,385.0,95.06,385,385,385,Excellent,10,0
Segreteria Generale della Presidenza,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Istruzione e Università - Servizio Sistema dell'Istruzione e del Diritto allo Studio,1,385.0,95.06,385,385,385,Excellent,1,0
Città di Putignano,3,385.0,95.06,385,385,385,Excellent,3,0
DIREZIONE AMMINISTRATIVA DEL GABINETTO - RTD,1,385.0,95.06,385,385,385,Excellent,1,0
Servizio Parchi e Tutela della Biodiversità,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Strategie e Governo dell'Offerta,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Opere Pubbliche e Infrastrutture,4,385.0,95.06,385,385,385,Excellent,4,0
Dipartimento sviluppo territoriale,1,385.0,95.06,385,385,385,Excellent,1,0
"Dipartimento Welfare, Sezione Inclusione Sociale Attiva",1,385.0,95.06,385,385,385,Excellent,1,0
PROTEZIONE CIVILE,1,385.0,95.06,385,385,385,Excellent,1,0
InnovaPuglia,2,385.0,95.06,385,385,385,Excellent,2,0
Arpa Puglia - Direzione Scientifica - Centro Regionale Aria,4,385.0,95.06,385,385,385,Excellent,4,0
Sezione Ricerca Industriale e Innovazione servizio.ricercainnovazione@regione.puglia.it,8,385.0,95.06,385,385,385,Excellent,8,0
ARTI Puglia,12,385.0,95.06,385,385,385,Excellent,12,0
InnovaPuglia Spa - Servizio Territorio e Ambiente info@sit.puglia.it,6,385.0,95.06,385,385,385,Excellent,6,0
Comune di Minervino di Lecce,5,385.0,95.06,385,385,385,Excellent,5,0
Sezione Trasformazione Digitale,2,385.0,95.06,385,385,385,Excellent,2,0
Comune di Giuggianello,4,385.0,95.06,385,385,385,Excellent,4,0
Sezione Promozione della salute e del benessere (servizio.sportpertutti@regione.puglia.it),3,385.0,95.06,385,385,385,Excellent,3,0
Sezione Ricerca Industriale e Innovazione,2,385.0,95.06,385,385,385,Excellent,2,0
Sezione Urbanistica - Servizio Osservatorio Abusivismo e Usi Civici,1,385.0,95.06,385,385,385,Excellent,1,0
Comune di Zollino,3,385.0,95.06,385,385,385,Excellent,3,0
Team O.D.,2,385.0,95.06,385,385,385,Excellent,2,0
Segretariato generale della Giunta regionale segretariatogenerale.giunta@regione.puglia.it,2,385.0,95.06,385,385,385,Excellent,2,0
Servizio politiche di benessere sociale e pari opportunità - Servizio programmazione Sociale ed integrazione socio-sanitaria,1,385.0,95.06,385,385,385,Excellent,1,0
Comune di Miggiano,3,385.0,95.06,385,385,385,Excellent,3,0
Sezione Personale e Organizzazione,3,385.0,95.06,385,385,385,Excellent,3,0
Comune di Carpignano Salentino,4,385.0,95.06,385,385,385,Excellent,4,0
Comune di Manduria,5,385.0,95.06,385,385,385,Excellent,5,0
Sezione Bilancio e Ragioneria servizio.bilancio.ragioneria@pec.rupar.puglia.it,1,385.0,95.06,385,385,385,Excellent,1,0
Comune di San Pietro in Lama,3,385.0,95.06,385,385,385,Excellent,3,0
"Sezione Personale e Organizzazione - P.O. Statistica,  servizio.personale@regione.puglia.it",1,385.0,95.06,385,385,385,Excellent,1,0
Comune di Cursi,4,385.0,95.06,385,385,385,Excellent,4,0
Ufficio tecnico,2,385.0,95.06,385,385,385,Excellent,2,0
SEZIONE CONTROLLI REGOLARITA AMMINISTRATIVA,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Affari e Studi Giuridici e Legislativi,1,385.0,95.06,385,385,385,Excellent,1,0
"Sezione Farmaci, Dispositivi Medici e Assistenza Integrativa",1,385.0,95.06,385,385,385,Excellent,1,0
Agenzia Regionale Strategica per la Salute ed il Sociale,4,385.0,95.06,385,385,385,Excellent,4,0
ufficio tecnico,7,385.0,95.06,385,385,385,Excellent,7,0
Sezione Statistica,1,385.0,95.06,385,385,385,Excellent,1,0
"Dipartimento Turismo, Economia della Cultura e Valorizzazione del Territorio - Sezione Tutela e valorizzazione dei patrimoni culturali",1,385.0,95.06,385,385,385,Excellent,1,0
SEZIONE INCLUSIONE SOCIALE ATTIVA,5,385.0,95.06,385,385,385,Excellent,5,0
"Struttura di Progetto Attuazione della Politica Europea per gli Affari Marittimi, la Pesca e l'Acquacoltura",2,385.0,95.06,385,385,385,Excellent,2,0
Comune di Neviano,3,385.0,95.06,385,385,385,Excellent,3,0
Sezione Demanio e Patrimonio serviziodemaniopatrimonio.bari@pec.rupar.puglia.it,3,385.0,95.06,385,385,385,Excellent,3,0
Autorità di Gestione del POR 2014-2020,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Mobilità Sostenibile e Vigilanza del Trasporto Pubblico Locale,2,385.0,95.06,385,385,385,Excellent,2,0
Comune di Andrano,3,385.0,95.06,385,385,385,Excellent,3,0
Ufficio lavori pubblici – Comune di Palo del Colle,1,385.0,95.06,385,385,385,Excellent,1,0
ced,2,385.0,95.06,385,385,385,Excellent,2,0
Ufficio Transizione Digitale,13,385.0,95.06,385,385,385,Excellent,13,0
"Dipartimento Turismo, Economia della Cultura e Valorizzazione del Territorio - Sezione Turismo e Internazionalizzazione",1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Personale,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Politiche per lo sviluppo delle aree produttive e industriali,1,385.0,95.06,385,385,385,Excellent,1,0
Aress Puglia,4,385.0,95.06,385,385,385,Excellent,4,0
PROGRAMMAZIONE UNITARIA,1,385.0,95.06,385,385,385,Excellent,1,0
RegionePuglia,1,385.0,95.06,385,385,385,Excellent,1,0
Comune di Nociglia,3,385.0,95.06,385,385,385,Excellent,3,0
Sezione Raccordo al Sistema Regionale - Servizio Contratti e Programmazione Acquisti,1,385.0,95.06,385,385,385,Excellent,1,0
Comune di Palo del Colle – Ufficio Anagrafe / Demografici,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Ciclo Rifiuti e Bonifiche,2,385.0,95.06,385,385,385,Excellent,2,0
Labalestra Mary Jo,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Demanio e Patrimonio,1,385.0,95.06,385,385,385,Excellent,1,0
"Dipartimento Turismo, Economia della Cultura e Valorizzazione del Territorio - Struttura di progetto Cooperazione territoriale europea e Poli BiblioMuseali",1,385.0,95.06,385,385,385,Excellent,1,0
ufficio lavori pubblii,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Contenzioso Amministrativo,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Promozione della Salute e del Benessere - Servizio Sicurezza Alimentare e Sanità Veterinaria,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Difesa del suolo e rischio sismico,2,385.0,95.06,385,385,385,Excellent,2,0
Servizio Struttura di Staff Amministrazione e Affari generali,1,385.0,95.06,385,385,385,Excellent,1,0
"Sezione Cloud, Cybersecurity e Infrastrutture tecnologiche",1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Risorse Idriche - Servizio Sistema Idrico Integrato e Tutela delle Acque,1,385.0,95.06,385,385,385,Excellent,1,0
Struttura Speciale Monitoraggio dell'Attuazione Regionale del PNRR,2,385.0,95.06,385,385,385,Excellent,2,0
Sezione Economia della Cultura,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Politiche Giovanili,3,385.0,95.06,385,385,385,Excellent,3,0
Sezione Organizzazione e Formazione del Personale,2,385.0,95.06,385,385,385,Excellent,2,0
Sezione Infrastrutture per la Mobilità,2,385.0,95.06,385,385,385,Excellent,2,0
Comune di Matera,2,385.0,95.06,385,385,385,Excellent,2,0
Area E-Health,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione politiche di benessere sociale e pari opportunità,3,385.0,95.06,385,385,385,Excellent,3,0
Area Direzione Amministrativa - Servizio PMO e Internazionalizzazione,1,385.0,95.06,385,385,385,Excellent,1,0
Segreteria generale della Presidenza - Struttura Speciale Autorità di Audit,1,385.0,95.06,385,385,385,Excellent,1,0
Servizio Appalti,2,385.0,95.06,385,385,385,Excellent,2,0
Comune di Bologna - Sistema Informativo Territoriale (SIT),23,385.0,95.06,385,385,385,Excellent,23,0
Comune di Bologna - U.I. Ufficio Comunale di Statistica,40,385.0,95.06,385,385,385,Excellent,40,0
Comune di Bologna - Settore mobilità sostenibile e Infrastrutture,84,385.0,95.06,385,385,385,Excellent,84,0
Comune di Bologna - Settore Ambiente e Verde,8,385.0,95.06,385,385,385,Excellent,8,0
Comune di Bologna - Staff del Consiglio e Gabinetto del Sindaco,11,385.0,95.06,385,385,385,Excellent,11,0
Automobile Club d'Italia - ACI,4,385.0,95.06,385,385,385,Excellent,4,0
Comune di Bologna - Settore Biblioteche Comunali,3,385.0,95.06,385,385,385,Excellent,3,0
Comune di Bologna - Innovazione Digitale e Dati,10,385.0,95.06,385,385,385,Excellent,10,0
Politecnico di Milano,25,385.0,95.06,385,385,385,Excellent,25,0
SEZIONE FORMAZIONE,1,385.0,95.06,385,385,385,Excellent,1,0
"Sezione Promozione del Commercio, Artigianato e Internazionalizzazione delle Imprese",1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Regionale di Vigilanza,1,385.0,95.06,385,385,385,Excellent,1,0
Comune di Specchia,4,385.0,95.06,385,385,385,Excellent,4,0
Fondazione IPRES,51,385.0,95.06,385,385,385,Excellent,51,0
Comune di Santa Cesarea Terme,4,385.0,95.06,385,385,385,Excellent,4,0
Sezione Provveditorato Economato,2,385.0,95.06,385,385,385,Excellent,2,0
Sezione Gestione Sostenibile e tutela delle Risorse Forestali e Naturali - Servizio risorse forestali,2,385.0,95.06,385,385,385,Excellent,2,0
Sezione Ricerca e Relazioni Internazionali,2,385.0,95.06,385,385,385,Excellent,2,0
Puglia Sviluppo spa,1,385.0,95.06,385,385,385,Excellent,1,0
AREA ANALISI E RICERCHE,1,385.0,95.06,385,385,385,Excellent,1,0
comune di martina franca,3,385.0,95.06,385,385,385,Excellent,3,0
Adisu,2,385.0,95.06,385,385,385,Excellent,2,0
Agid,27,385.0,95.06,385,385,385,Excellent,27,0
Comune di Bologna - Dipartimento Cura e Qualità del Territorio,3,385.0,95.06,385,385,385,Excellent,3,0
Comune di Messina,98,385.0,95.06,385,385,385,Excellent,98,0
Comune di Bologna - Dipartimento Cultura e Promozione della Città,2,385.0,95.06,385,385,385,Excellent,2,0
Comune di Bologna - Segreteria Generale,15,385.0,95.06,385,385,385,Excellent,15,0
Comune di Bologna - Settore Agenda Digitale e Tecnologie Informatiche,6,385.0,95.06,385,385,385,Excellent,6,0
Comune di Bologna - Settore marketing urbano e turismo,1,385.0,95.06,385,385,385,Excellent,1,0
Comune di Bologna - Gestione Bene Pubblico,4,385.0,95.06,385,385,385,Excellent,4,0
Comune di Bologna - Area Welfare e Promozione del benessere della comunità,7,385.0,95.06,385,385,385,Excellent,7,0
Comune di Collesalvetti,17,385.0,95.06,385,385,385,Excellent,17,0
Servizio Polizia Locale,7,385.0,95.06,385,385,385,Excellent,7,0
Servizio Cultura,5,385.0,95.06,385,385,385,Excellent,5,0
Servizio ARDI,1,385.0,95.06,385,385,385,Excellent,1,0
Comune di Napoli,4,385.0,95.06,385,385,385,Excellent,4,0
Servizio Statistica e Servizi demografici,4,385.0,95.06,385,385,385,Excellent,4,0
Servizio Tutela del Territorio,1,385.0,95.06,385,385,385,Excellent,1,0
Direzione del personale,1,385.0,95.06,385,385,385,Excellent,1,0
Agenzia per l'Italia Digitale,1,385.0,95.06,385,385,385,Excellent,1,0
MUR,10,385.0,95.06,385,385,385,Excellent,10,0
MIUR,35,385.0,95.06,385,385,385,Excellent,35,0
MUR - Servizio Statistico,22,385.0,95.06,385,385,385,Excellent,22,0
Regione Campania - US 202.01.01,6,385.0,95.06,385,385,385,Excellent,6,0
Ispra,5,385.0,95.06,385,385,385,Excellent,5,0
Servizi demografici,1,385.0,95.06,385,385,385,Excellent,1,0
Area Sviluppo Socio Economico e Turismo,1,385.0,95.06,385,385,385,Excellent,1,0
Comune di Gravina di Catania,10,385.0,95.06,385,385,385,Excellent,10,0
Giustizia amministrativa,436,385.0,95.06,385,385,385,Excellent,436,0
Consorzio BIM Vomano Tordino di Teramo,7,385.0,95.06,385,385,385,Excellent,7,0
Università degli Studi di Ferrara,23,385.0,95.06,385,385,385,Excellent,23,0
Provincia di Rovigo,15,385.0,95.06,385,385,385,Excellent,15,0
Servizio Cimiteri Cittadini,2,385.0,95.06,385,385,385,Excellent,2,0
Comune di Roseto degli Abruzzi,5,385.0,95.06,385,385,385,Excellent,5,0
Comune di Quartu Sant'Elena,11,385.0,95.06,385,385,385,Excellent,11,0
Comune di Arzachena,11,385.0,95.06,385,385,385,Excellent,11,0
Comune di Arbus,3,385.0,95.06,385,385,385,Excellent,3,0
Comune di Finale Ligure,2,385.0,95.06,385,385,385,Excellent,2,0
Università degli Studi di Pavia,2,385.0,95.06,385,385,385,Excellent,2,0
Euro-Mediterranean Center on Climate Change Foundation,1,385.0,95.06,385,385,385,Excellent,1,0
Dipartimento Protezione Civile,2,385.0,95.06,385,385,385,Excellent,2,0
Dipartimento della Famiglia e Politiche Sociali,2,385.0,95.06,385,385,385,Excellent,2,0
Regione Siciliana,63,385.0,95.06,385,385,385,Excellent,63,0
Dipartimento delle Autonomie Locali,16,385.0,95.06,385,385,385,Excellent,16,0
Dipartimento del bilancio e del tesoro - Ragioneria generale della Regione,6,385.0,95.06,385,385,385,Excellent,6,0
Dipartimento Interventi per la Pesca,13,385.0,95.06,385,385,385,Excellent,13,0
Dipartimento Famiglia e politiche sociali,8,385.0,95.06,385,385,385,Excellent,8,0
Agenzia Regionale per la Protezione dell'Ambiente della Sicilia,13,385.0,95.06,385,385,385,Excellent,13,0
Dipartimento della Protezione Civile,3,385.0,95.06,385,385,385,Excellent,3,0
Dipartimento della funzione pubblica e del personale,5,385.0,95.06,385,385,385,Excellent,5,0
"Gruppo LabGIS dell''Osservatorio Turistico (Serv. 2) del Dipartimento Turismo, Sport e Spettacolo Regione Siciliana",1,385.0,95.06,385,385,385,Excellent,1,0
Ufficio per l'attività di coordinamento dei sistemi informativi regionali e l'attività informatica della Regione e delle pubbliche amministrazioni regionali,1,385.0,95.06,385,385,385,Excellent,1,0
Assessorato dell'economia,5,385.0,95.06,385,385,385,Excellent,5,0
Dipartimento dell'Ambiente,3,385.0,95.06,385,385,385,Excellent,3,0
Dipartimento Bilancio e Tesoro - Ragioneria Generale della Regione,1,385.0,95.06,385,385,385,Excellent,1,0
Dipartimento per le Attività Sanitarie e Osservatorio Epidemiologico,3,385.0,95.06,385,385,385,Excellent,3,0
"Dipartimento Infrastrutture, Mobilità e Trasporti",2,385.0,95.06,385,385,385,Excellent,2,0
Dipartimento del turismo dello sport e dello spettacolo,1,385.0,95.06,385,385,385,Excellent,1,0
Dipartimento dei Beni culturali e dell'Identità siciliana,1,385.0,95.06,385,385,385,Excellent,1,0
Dipartimento Finanze e Credito,1,385.0,95.06,385,385,385,Excellent,1,0
Dipartimento del Turismo dello Sport e dello Spettacolo,4,385.0,95.06,385,385,385,Excellent,4,0
Dipartimento Attività Sanitarie e Osservatorio Epidemiologico,2,385.0,95.06,385,385,385,Excellent,2,0
Dipartimento delle infrastrutture della mobilità e dei trasporti,1,385.0,95.06,385,385,385,Excellent,1,0
Agenzia per L'Italia Digitale,1,385.0,95.06,385,385,385,Excellent,1,0
Dipartimento bilancio e tesoro - Ragioneria generale della regione,2,385.0,95.06,385,385,385,Excellent,2,0
Dipartimento dell'agricoltura,2,385.0,95.06,385,385,385,Excellent,2,0
Comune di Arenzano,10,385.0,95.06,385,385,385,Excellent,10,0
AGCM,46,385.0,95.06,385,385,385,Excellent,46,0
Dipartimento Pianificazione Strategica,3,385.0,95.06,385,385,385,Excellent,3,0
Dipartimento Programmazione,1,385.0,95.06,385,385,385,Excellent,1,0
regione-sicilia,2,385.0,95.06,385,385,385,Excellent,2,0
CSI PIEMONTE,908,385.0,95.06,385,385,385,Excellent,908,0
Sezione datore di lavoro,1,385.0,95.06,385,385,385,Excellent,1,0
ARPA Puglia,2,385.0,95.06,385,385,385,Excellent,2,0
Sezione Autorizzazioni Ambientali,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Politiche Abitative,2,385.0,95.06,385,385,385,Excellent,2,0
Sezione Transizione Energetica,2,385.0,95.06,385,385,385,Excellent,2,0
Sezione Affari istituzionali e giuridici,1,385.0,95.06,385,385,385,Excellent,1,0
Luisa Maraschiello,1,385.0,95.06,385,385,385,Excellent,1,0
DG 50 13,1,385.0,95.06,385,385,385,Excellent,1,0
"ENEA - Agenzia Nazionale per Le Nuove Tecnologie, L'Energia e Lo Sviluppo Economico Sostenibile",18,385.0,95.06,385,385,385,Excellent,18,0
miur,2,385.0,95.06,385,385,385,Excellent,2,0
DG 50 08,1,385.0,95.06,385,385,385,Excellent,1,0
Autorità garante della concorrenza e del mercato,8,385.0,95.06,385,385,385,Excellent,8,0
Osservatorio statistico di Ateneo e monitoraggio indicatori,7,385.0,95.06,385,385,385,Excellent,7,0
Azienda Socio Sanitaria Territoriale Ovest Milanese,22,385.0,95.06,385,385,385,Excellent,22,0
Comune di Campagna,6,385.0,95.06,385,385,385,Excellent,6,0
Comune di Mesagne,8,385.0,95.06,385,385,385,Excellent,8,0
Comune di Barcellona Pozzo di Gotto,17,385.0,95.06,385,385,385,Excellent,17,0
ARIDATA,7,385.0,95.06,385,385,385,Excellent,7,0
Comune di Siracusa,10,385.0,95.06,385,385,385,Excellent,10,0
Autorità Idrica Toscana,12,385.0,95.06,385,385,385,Excellent,12,0
Comunità Montana Valle Imagna,3,385.0,95.06,385,385,385,Excellent,3,0
Provincia di Catanzaro,8,385.0,95.06,385,385,385,Excellent,8,0
Comune di Vecchiano,3,385.0,95.06,385,385,385,Excellent,3,0
Comune di Mola di Bari,5,385.0,95.06,385,385,385,Excellent,5,0
Comune di Santo Stefano di Magra,8,385.0,95.06,385,385,385,Excellent,8,0
Libero Consorzio Comunale di Agrigento,11,385.0,95.06,385,385,385,Excellent,11,0
Comune di Latina,13,385.0,95.06,385,385,385,Excellent,13,0
Comune di Terralba,3,385.0,95.06,385,385,385,Excellent,3,0
"Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna ""Bruno Ubertini""",11,385.0,95.06,385,385,385,Excellent,11,0
Comune di Cerreto Guidi,5,385.0,95.06,385,385,385,Excellent,5,0
Università degli Studi di Messina,13,385.0,95.06,385,385,385,Excellent,13,0
Comune di Sassari,23,385.0,95.06,385,385,385,Excellent,23,0
Università degli Studi di Macerata,9,385.0,95.06,385,385,385,Excellent,9,0
Comune di Tortona,3,385.0,95.06,385,385,385,Excellent,3,0
Unione dei Comuni valdostani Mont-Rose,3,385.0,95.06,385,385,385,Excellent,3,0
Comune di Montale,3,385.0,95.06,385,385,385,Excellent,3,0
ASP Ambito 9,8,385.0,95.06,385,385,385,Excellent,8,0
Università degli Studi di Teramo,11,385.0,95.06,385,385,385,Excellent,11,0
Agenzia di Tutela della Salute di Bergamo,10,385.0,95.06,385,385,385,Excellent,10,0
Comune di La Spezia,6,385.0,95.06,385,385,385,Excellent,6,0
Comune di Giovinazzo,4,385.0,95.06,385,385,385,Excellent,4,0
Comune di Pisticci,8,385.0,95.06,385,385,385,Excellent,8,0
Comune di Termoli,5,385.0,95.06,385,385,385,Excellent,5,0
Comune di Vieste,5,385.0,95.06,385,385,385,Excellent,5,0
Comune di Magione,3,385.0,95.06,385,385,385,Excellent,3,0
Comune di Cellole,1,385.0,95.06,385,385,385,Excellent,1,0
Comune di Isernia,8,385.0,95.06,385,385,385,Excellent,8,0
Comune di Lizzano,1,385.0,95.06,385,385,385,Excellent,1,0
Università degli Studi di Urbino Carlo Bo,13,385.0,95.06,385,385,385,Excellent,13,0
Comune di Occhiobello,3,385.0,95.06,385,385,385,Excellent,3,0
Comune di Ruvo di Puglia,5,385.0,95.06,385,385,385,Excellent,5,0
Unione dei Comuni valdostani Evancon,5,385.0,95.06,385,385,385,Excellent,5,0
Comune di Capoterra,13,385.0,95.06,385,385,385,Excellent,13,0
Comune di Benevento,11,385.0,95.06,385,385,385,Excellent,11,0
Università degli Studi del Piemonte Orientale,18,385.0,95.06,385,385,385,Excellent,18,0
Comune di Rapallo,8,385.0,95.06,385,385,385,Excellent,8,0
Comune di Sannazzaro De' Burgondi,4,385.0,95.06,385,385,385,Excellent,4,0
Università degli studi di Udine,9,385.0,95.06,385,385,385,Excellent,9,0
Comune di Sondrio,16,385.0,95.06,385,385,385,Excellent,16,0
GAL Terra dei Messapi,3,385.0,95.06,385,385,385,Excellent,3,0
Comune di Francavilla Fontana,2,385.0,95.06,385,385,385,Excellent,2,0
Comune di San Cesario di Lecce,1,385.0,95.06,385,385,385,Excellent,1,0
ASM Costruire Insieme,3,385.0,95.06,385,385,385,Excellent,3,0
Comune di Alessandria,5,385.0,95.06,385,385,385,Excellent,5,0
Comune di Alba Adriatica,4,385.0,95.06,385,385,385,Excellent,4,0
Unione dei Comuni del Trasimeno,7,385.0,95.06,385,385,385,Excellent,7,0
Comune di Valenzano,5,385.0,95.06,385,385,385,Excellent,5,0
Autorità di regolazione dei trasporti,32,385.0,95.06,385,385,385,Excellent,32,0
Comune di Giaveno,5,385.0,95.06,385,385,385,Excellent,5,0
Comune di Mandello del Lario,1,385.0,95.06,385,385,385,Excellent,1,0
Agenzia di Tutela della Salute dell'Insubria,10,385.0,95.06,385,385,385,Excellent,10,0
Agenzia di Tutela della Salute della Val Padana,13,385.0,95.06,385,385,385,Excellent,13,0
Provincia di Biella,10,385.0,95.06,385,385,385,Excellent,10,0
Unione dei Comuni valdostani Valdigne-Mont-Blanc,5,385.0,95.06,385,385,385,Excellent,5,0
Comune di Castiglione del Lago,3,385.0,95.06,385,385,385,Excellent,3,0
"Agenzia regionale per il lavoro, la formazione e l'accreditamento",3,385.0,95.06,385,385,385,Excellent,3,0
Comune di Corciano,6,385.0,95.06,385,385,385,Excellent,6,0
Agenzia per l’Italia Digitale,2,385.0,95.06,385,385,385,Excellent,2,0
Comune di Molinella,3,385.0,95.06,385,385,385,Excellent,3,0
Brescia Mobilita' Spa,3,385.0,95.06,385,385,385,Excellent,3,0
Ecosistema Mesm@rt,4,385.0,95.06,385,385,385,Excellent,4,0
Comunità Montana Valtellina di Tirano,11,385.0,95.06,385,385,385,Excellent,11,0
"Camera di Commercio, Industria, Artigianato e Agricoltura di Messina",1,385.0,95.06,385,385,385,Excellent,1,0
Messinaservizi Bene Comune S.p.A.,3,385.0,95.06,385,385,385,Excellent,3,0
Universita' degli Studi di Catania,30,385.0,95.06,385,385,385,Excellent,30,0
Comune di Pineto,4,385.0,95.06,385,385,385,Excellent,4,0
"Comune di Bologna - Innovazione Digitale e Dati, Sistemi Informativi Territoriali (SIT)",4,385.0,95.06,385,385,385,Excellent,4,0
Comune di Bologna - Settore ufficio di piano urbanistico e U.I. Patrimonio - Area Risorse Finanziarie e Patrimonio,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Bilancio e Ragioneria,1,385.0,95.06,385,385,385,Excellent,1,0
Comune di Melpignano,8,385.0,95.06,385,385,385,Excellent,8,0
"Comune di Bologna - Settore agenda digitale, Sistemi Informativi Territoriali (SIT)",1,385.0,95.06,385,385,385,Excellent,1,0
Area Valutazione e Ricerca – Servizio Ricerca Sanitaria e Sperimentazioni Gestionali,2,385.0,95.06,385,385,385,Excellent,2,0
Affari Generali,2,385.0,95.06,385,385,385,Excellent,2,0
Area Direzione Amministrativa - Servizio Risorse Umane,1,385.0,95.06,385,385,385,Excellent,1,0
Redazione,1,385.0,95.06,385,385,385,Excellent,1,0
"SEZIONE BENESSERE SOCIALE, INNOVAIONE E SUSSIDIARIETA'",1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Promozione della salute e del benessere,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Ricerca industriale e Innovazione,2,385.0,95.06,385,385,385,Excellent,2,0
Servizio Ricerca Industriale e Innovazione,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Personale e Organizzazione servizio.personale@regione.puglia.it,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Programmazione Acquisti servizio.affarigenerali@regione.puglia.it,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Attuzione dei programmi comunitari per l'agricolturai,1,385.0,95.06,385,385,385,Excellent,1,0
anticorruzione,1,385.0,95.06,385,385,385,Excellent,1,0
Segreteria generale della Presidenza - Struttura Speciale Audit FSE+,1,385.0,95.06,385,385,385,Excellent,1,0
Sezione Coordinamento dei servizi territoriali,1,385.0,95.06,385,385,385,Excellent,1,0
Servizio Risorse Finanziarie,1,385.0,95.06,385,385,385,Excellent,1,0
Dipartimento Personale e Organizzazione - Sezione Personale,1,385.0,95.06,385,385,385,Excellent,1,0
